vote_choice,gender,race,age,ideology,party_id,pol_interest,church_attendance,discuss_politics,race_text,gender_text,age_text,ideology_text,party_id_text,church_attendance_text,pol_interest_text,discuss_politics_text,user_content,assistant_content
2,1,6,63,4,7,2,1,1,mixed race,man,63,moderate,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am mixed race. I am a man. I am 63 years old. Ideologically, I am moderate. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,4,39,2,1,3,1,1,asian,woman,39,liberal,a strong Democrat,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a woman. I am 39 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,38,4,3,2,2,1,white,man,38,moderate,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 38 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,46,4,4,1,1,1,white,man,46,moderate,an independent,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 46 years old. Ideologically, I am moderate. Politically, I am an independent. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,3,66,7,3,3,2,1,hispanic,woman,66,extremely conservative,an independent Democrat,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a woman. I am 66 years old. Ideologically, I am extremely conservative. Politically, I am an independent Democrat. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,4,20,6,6,2,1,1,asian,man,20,conservative,not a very strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a man. I am 20 years old. Ideologically, I am conservative. Politically, I am not a very strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,5,73,4,3,2,2,1,native American,woman,73,moderate,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am native American. I am a woman. I am 73 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,57,6,7,2,1,1,white,woman,57,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 57 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,4,64,3,1,1,2,1,asian,man,64,slightly liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a man. I am 64 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,80,2,1,1,2,1,white,man,80,liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,61,6,7,1,1,1,white,man,61,conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 61 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,45,5,2,3,2,1,white,woman,45,slightly conservative,not a very strong Democrat,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am slightly conservative. Politically, I am not a very strong Democrat. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,80,7,7,1,1,1,white,man,80,extremely conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,3,50,4,1,3,1,1,hispanic,woman,50,moderate,a strong Democrat,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a woman. I am 50 years old. Ideologically, I am moderate. Politically, I am a strong Democrat. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,48,5,5,2,1,1,white,man,48,slightly conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 48 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,46,2,3,1,2,1,white,woman,46,liberal,an independent Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 46 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,73,1,1,1,2,1,white,man,73,extremely liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,28,2,1,2,2,1,white,woman,28,liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 28 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
