vote_choice,gender,race,age,ideology,pol_interest,church_attendance,race_text,gender_text,age_text,ideology_text,church_attendance_text,pol_interest_text,user_content,assistant_content
1,2,1,44,2,1,2,white,woman,44,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 44 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,65,2,2,1,white,man,65,liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 65 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,4,43,6,3,2,asian,woman,43,conservative,do not attend church,not very,"Racially, I am asian. I am a woman. I am 43 years old. Ideologically, I am conservative. I do not attend church. I am not very interested in politics. ",Donald Trump
2,2,1,49,5,3,2,white,woman,49,slightly conservative,do not attend church,not very,"Racially, I am white. I am a woman. I am 49 years old. Ideologically, I am slightly conservative. I do not attend church. I am not very interested in politics. ",Donald Trump
1,2,3,61,5,1,2,hispanic,woman,61,slightly conservative,do not attend church,very,"Racially, I am hispanic. I am a woman. I am 61 years old. Ideologically, I am slightly conservative. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,69,2,1,2,white,woman,69,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 69 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,32,2,2,2,white,man,32,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 32 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,56,3,2,2,white,woman,56,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 56 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,54,7,2,1,white,woman,54,extremely conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 54 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,54,2,1,2,white,woman,54,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 54 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,2,4,36,6,4,1,asian,woman,36,conservative,attend church,not at all,"Racially, I am asian. I am a woman. I am 36 years old. Ideologically, I am conservative. I attend church. I am not at all interested in politics. ",Donald Trump
1,2,1,43,4,1,1,white,woman,43,moderate,attend church,very,"Racially, I am white. I am a woman. I am 43 years old. Ideologically, I am moderate. I attend church. I am very interested in politics. ",Kamala Harris
1,1,1,73,3,1,1,white,man,73,slightly liberal,attend church,very,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am slightly liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,2,1,80,4,2,1,white,woman,80,moderate,attend church,somewhat,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,28,1,1,2,white,woman,28,extremely liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 28 years old. Ideologically, I am extremely liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,76,2,2,2,white,woman,76,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 76 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,59,3,2,2,white,man,59,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 59 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,31,5,2,1,white,man,31,slightly conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 31 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,69,6,4,2,white,woman,69,conservative,do not attend church,not at all,"Racially, I am white. I am a woman. I am 69 years old. Ideologically, I am conservative. I do not attend church. I am not at all interested in politics. ",Donald Trump
2,2,1,47,6,2,1,white,woman,47,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 47 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,61,5,2,1,white,man,61,slightly conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 61 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,66,2,2,1,white,woman,66,liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 66 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,35,3,1,2,white,man,35,slightly liberal,do not attend church,very,"Racially, I am white. I am a man. I am 35 years old. Ideologically, I am slightly liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,38,4,2,2,white,woman,38,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 38 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,3,42,5,2,1,hispanic,man,42,slightly conservative,attend church,somewhat,"Racially, I am hispanic. I am a man. I am 42 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,61,5,2,1,white,man,61,slightly conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 61 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,2,63,6,1,1,black,woman,63,conservative,attend church,very,"Racially, I am black. I am a woman. I am 63 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,35,6,2,1,white,man,35,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 35 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,28,2,1,2,white,man,28,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 28 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,60,3,2,2,white,woman,60,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 60 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,78,6,2,1,white,man,78,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 78 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,57,6,2,2,white,woman,57,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 57 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,72,7,2,1,white,woman,72,extremely conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 72 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,70,7,2,1,white,man,70,extremely conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 70 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,3,37,3,4,2,hispanic,woman,37,slightly liberal,do not attend church,not at all,"Racially, I am hispanic. I am a woman. I am 37 years old. Ideologically, I am slightly liberal. I do not attend church. I am not at all interested in politics. ",Kamala Harris
2,1,1,53,5,2,2,white,man,53,slightly conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 53 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,58,5,2,1,white,man,58,slightly conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 58 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,64,6,2,1,white,man,64,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 64 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,43,2,1,2,white,man,43,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 43 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,2,1,53,4,3,2,white,woman,53,moderate,do not attend church,not very,"Racially, I am white. I am a woman. I am 53 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Donald Trump
2,1,1,70,6,2,1,white,man,70,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 70 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,43,5,1,1,white,man,43,slightly conservative,attend church,very,"Racially, I am white. I am a man. I am 43 years old. Ideologically, I am slightly conservative. I attend church. I am very interested in politics. ",Donald Trump
2,1,4,45,4,3,1,asian,man,45,moderate,attend church,not very,"Racially, I am asian. I am a man. I am 45 years old. Ideologically, I am moderate. I attend church. I am not very interested in politics. ",Donald Trump
1,2,1,32,4,2,2,white,woman,32,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 32 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,63,3,2,1,white,woman,63,slightly liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 63 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,26,6,3,2,white,man,26,conservative,do not attend church,not very,"Racially, I am white. I am a man. I am 26 years old. Ideologically, I am conservative. I do not attend church. I am not very interested in politics. ",Donald Trump
1,2,1,37,3,2,2,white,woman,37,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 37 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,3,31,4,2,1,hispanic,woman,31,moderate,attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 31 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,20,7,1,2,white,woman,20,extremely conservative,do not attend church,very,"Racially, I am white. I am a woman. I am 20 years old. Ideologically, I am extremely conservative. I do not attend church. I am very interested in politics. ",Donald Trump
2,1,1,32,5,3,1,white,man,32,slightly conservative,attend church,not very,"Racially, I am white. I am a man. I am 32 years old. Ideologically, I am slightly conservative. I attend church. I am not very interested in politics. ",Donald Trump
2,2,1,69,6,2,2,white,woman,69,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 69 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,45,4,3,2,white,woman,45,moderate,do not attend church,not very,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
